coef,feature
2.397,"Basic_Demos,Age"
1.372,"C3SR,C3SR_05"
1.180,"APQ_SR,APQ_SR_24"
1.009,"CBCL,CBCL_90"
0.942,"APQ_SR,APQ_SR_10"
0.891,"APQ_SR,APQ_SR_12"
0.772,"PreInt_DevHx,puberty"
0.736,"C3SR,C3SR_31"
0.696,"C3SR,C3SR_16"
0.566,"C3SR,C3SR_34"
0.564,"C3SR,C3SR_02"
0.544,"SCQ,SCQ_22"
0.534,"ICU_P,ICU_P_18"
0.510,"APQ_SR,APQ_SR_32"
0.459,"SympChck,CSC_37C"
0.425,"APQ_SR,APQ_SR_08"
0.418,"SympChck,CSC_17C"
0.384,"C3SR,C3SR_10"
0.342,"MFQ_P,MFQ_P_33"
0.339,"SDQ,SDQ_26"
0.337,"RBS,RBS_41"
0.321,"SAS,SAS_02"
0.275,"RBS,RBS_36"
0.183,"C3SR,C3SR_11"
0.178,"SCARED_P,SCARED_P_20"
0.174,"PSI,PSI_12"
0.174,"SCARED_P,SCARED_P_06"
0.157,"CBCL,CBCL_58"
0.152,"APQ_SR,APQ_SR_31"
0.151,"RBS,RBS_14"
0.125,"CBCL,CBCL_75"
0.119,"CBCL,CBCL_56H"
0.114,"CBCL,CBCL_22"
0.109,"SCARED_P,SCARED_P_38"
0.108,"C3SR,C3SR_09"
0.107,"CBCL,CBCL_07"
0.094,"PSI,PSI_26"
0.094,"RBS,RBS_12"
0.077,"RBS,RBS_07"
0.069,"CBCL,CBCL_69"
0.066,"APQ_SR,APQ_SR_29"
0.064,"C3SR,C3SR_22"
0.061,"SympChck,CSC_10P"
0.060,"APQ_P,APQ_P_36"
0.050,"C3SR,C3SR_17"
0.048,"SympChck,CSC_17P"
0.038,"PSI,PSI_15"
0.035,"PSI,PSI_16"
0.014,"MFQ_P,MFQ_P_12"
-0.016,"SympChck,CSC_45C"
-0.032,"SRS,SRS_10"
-0.047,"APQ_SR,APQ_SR_42"
-0.057,"SympChck,CSC_12C"
-0.069,"SCQ,SCQ_11"
-0.074,"SRS,SRS_54"
-0.124,"ASSQ,ASSQ_03"
-0.126,"PreInt_DevHx,labor_dur_WAS_MISSING"
-0.128,"SympChck,CSC_38P"
-0.250,"SympChck,CSC_12P"
-0.314,"ASSQ,ASSQ_20"
-0.364,"SympChck,CSC_43P"
-0.375,"PreInt_DevHx,birthweight_ozs_WAS_MISSING"
-0.533,"Basic_Demos,Sex"
-0.775,"PreInt_DevHx,temp_08"
-0.813,"C3SR,C3SR_25"
