coef,feature
0.306,"CBCL,CBCL_61"
0.122,"PSI,PSI_18"
0.093,"C3SR,C3SR_36"
0.083,"SWAN,SWAN_06"
0.056,"PSI,PSI_22"
0.042,"SRS,SRS_43"
0.040,"ICU_P,ICU_P_03"
0.039,"SympChck,CSC_34C"
0.037,"APQ_P,APQ_P_03"
0.037,"SympChck,CSC_55aP"
0.036,"RBS,RBS_35"
0.033,"SympChck,CSC_24C"
0.031,"DTS,DTS_13"
0.031,"SCARED_P,SCARED_P_17"
0.030,"PreInt_DevHx,dev_normal"
0.028,"ARI_P,ARI_P_03"
0.026,"SDQ,SDQ_20"
0.024,"APQ_SR,APQ_SR_39"
0.023,"ICU_P,ICU_P_09"
0.023,"SympChck,CSC_26C"
0.023,"ESWAN,DMDD_9C"
0.023,"APQ_P,APQ_P_05"
0.022,"RBS,RBS_08"
0.022,"APQ_SR,APQ_SR_30"
0.021,"MFQ_P,MFQ_P_33"
0.020,"SympChck,CSC_24P"
0.020,"C3SR,C3SR_38"
0.019,"SCQ,SCQ_36"
0.018,"SCQ,SCQ_09"
0.017,"SCQ,SCQ_39"
0.017,"CBCL,CBCL_65"
0.016,"SDQ,SDQ_17"
0.015,"SDQ,SDQ_09"
0.015,"PSI,PSI_19"
0.014,"SCQ,SCQ_23"
0.014,"RBS,RBS_09"
0.011,"C3SR,C3SR_28"
0.010,"RBS,RBS_31"
0.010,"SDQ,SDQ_29_c"
0.010,"APQ_P,APQ_P_28"
0.010,"APQ_P,APQ_P_17"
0.008,"PreInt_DevHx,birthweight_ozs"
0.008,"RBS,RBS_06"
0.008,"CBCL,CBCL_101"
0.008,"C3SR,C3SR_33"
0.007,"SympChck,CSC_43C"
0.006,"SRS,SRS_15"
0.006,"APQ_SR,APQ_SR_13"
0.005,"ICU_P,ICU_P_19"
0.005,"SCARED_P,SCARED_P_03"
0.005,"C3SR,C3SR_18"
0.005,"APQ_SR,APQ_SR_14"
0.004,"C3SR,C3SR_13"
0.004,"SAS,SAS_06"
0.004,"C3SR,C3SR_24"
0.004,"APQ_P,APQ_P_42"
0.004,"APQ_SR,APQ_SR_12"
0.003,"APQ_P,APQ_P_41"
0.002,"ICU_P,ICU_P_14"
0.001,"PreInt_DevHx,skill_age_06_WAS_MISSING"
0.001,"APQ_SR,APQ_SR_42"
0.001,"SRS,SRS_59"
0.001,"SCQ,SCQ_38"
0.000,"CBCL,CBCL_99"
-0.001,"CBCL,CBCL_93"
-0.001,"SympChck,CSC_27P"
-0.002,"NIH_Scores,NIH7_Card"
-0.002,"SCARED_P,SCARED_P_40"
-0.003,"C3SR,C3SR_31"
-0.003,"SympChck,CSC_22P"
-0.004,"SCQ,SCQ_28"
-0.004,"SCARED_P,SCARED_P_25"
-0.005,"SympChck,CSC_11P"
-0.005,"CBCL,CBCL_42"
-0.006,"PreInt_DevHx,temp_04"
-0.006,"APQ_SR,APQ_SR_11A_WAS_MISSING"
-0.006,"CBCL,CBCL_56E"
-0.007,"PreInt_DevHx,lost_skills"
-0.007,"CBCL,CBCL_57"
-0.009,"CBCL,CBCL_85"
-0.010,"ASSQ,ASSQ_07"
-0.010,"CBCL,CBCL_52"
-0.010,"SDQ,SDQ_29_c_WAS_MISSING"
-0.011,"SympChck,CSC_29C"
-0.011,"SWAN,SWAN_18"
-0.013,"C3SR,C3SR_23"
-0.014,"NIH_Scores,NIH7_List"
-0.014,"CBCL,CBCL_32"
-0.016,"MFQ_P,MFQ_P_07"
-0.016,"CBCL,CBCL_24"
-0.017,"SDQ,SDQ_28"
-0.017,"SCQ,SCQ_14"
-0.018,"ASSQ,ASSQ_10"
-0.018,"CBCL,CBCL_109"
-0.018,"CBCL,CBCL_14"
-0.020,"RBS,RBS_11"
-0.021,"CBCL,CBCL_45"
-0.022,"PSI,PSI_02"
-0.024,"CBCL,CBCL_50"
-0.024,"MFQ_P,MFQ_P_10"
-0.026,"APQ_SR,APQ_SR_15"
-0.029,"NIH_Scores,NIH7_Flanker_P"
-0.031,"NIH_Scores,NIH7_Pattern_P"
-0.032,"ESWAN,Panic_B04"
-0.033,"CBCL,CBCL_71"
-0.035,"Barratt,financialsupport"
-0.042,"APQ_P,APQ_P_26"
-0.052,"NIH_Scores,NIH7_Card_P"
-0.053,"SWAN,SWAN_08"
-0.056,"PreInt_DevHx,m_birthage"
-0.059,"APQ_P,APQ_P_31"
-0.081,"NIH_Scores,NIH7_List_P"
