coef,feature
2.894,"NIH_Scores,NIH7_Pattern"
1.938,"NIH_Scores,NIH7_Card"
1.836,"NIH_Scores,NIH7_Flanker"
1.499,"NIH_Scores,NIH7_List"
1.227,"Basic_Demos,Sex"
0.656,"SDQ,SDQ_03"
0.463,"C3SR,C3SR_04"
0.266,"ICU_P,ICU_P_13"
0.222,"SDQ,SDQ_18"
0.177,"PreInt_EduHx,school_sports"
0.169,"CBCL,CBCL_47"
0.161,"SympChck,CSC_04P"
0.120,"APQ_SR,APQ_SR_36"
0.073,"SCARED_P,SCARED_P_20"
0.044,"APQ_SR,APQ_SR_23"
0.016,"APQ_SR,APQ_SR_07A"
-0.000,"PSI,PSI_20"
-0.021,"APQ_P,APQ_P_29"
-0.036,"APQ_P,APQ_P_40"
-0.049,"C3SR,C3SR_09"
-0.055,"PreInt_DevHx,skill_age_06"
-0.123,"PreInt_DevHx,temp_11"
-0.143,"CBCL,CBCL_79"
-0.168,"C3SR,C3SR_33"
-0.206,"SCQ,SCQ_39"
-0.238,"SympChck,CSC_34P"
-0.255,"SCQ,SCQ_13"
-0.439,"SRS,SRS_65"
-0.472,"PreInt_EduHx,weakness_english"
-0.585,"C3SR,C3SR_36"
-0.615,"CBCL,CBCL_80"
-0.702,"PreInt_EduHx,repeated_grades"
-0.719,"SWAN,SWAN_06"
-0.760,"Basic_Demos,Age"
-0.813,"PSI,PSI_18"
