coef,feature
0.255,"CBCL,CBCL_23"
0.253,"PSI,PSI_33"
0.240,"SDQ,SDQ_07"
0.223,"CBCL,CBCL_28"
0.206,"PSI,PSI_26"
0.204,"SDQ,SDQ_29_a"
0.199,"SRS,SRS_64"
0.190,"ARI_P,ARI_P_07"
0.189,"ASSQ,ASSQ_19"
0.168,"ARI_P,ARI_P_05"
0.157,"ARI_P,ARI_P_01"
0.156,"ARI_P,ARI_P_02"
0.156,"CBCL,CBCL_39"
0.154,"SDQ,SDQ_12"
0.153,"PSI,PSI_35"
0.151,"CBCL,CBCL_22"
0.145,"PSI,PSI_28"
0.139,"ASSQ,ASSQ_17"
0.138,"PreInt_EduHx,getalongkids_neighborhood"
0.138,"ARI_P,ARI_P_06"
0.135,"SWAN,SWAN_04"
0.131,"ICU_P,ICU_P_12"
0.131,"SDQ,SDQ_26"
0.130,"ICU_P,ICU_P_16"
0.128,"ESWAN,DMDD_10A"
0.128,"CBCL,CBCL_103"
0.127,"ICU_P,ICU_P_09"
0.126,"DTS,DTS_03"
0.125,"PCIAT,PCIAT_20"
0.124,"CBCL,CBCL_02"
0.123,"MFQ_P,MFQ_P_08"
0.123,"CBCL,CBCL_34"
0.121,"PCIAT,PCIAT_10"
0.121,"MFQ_P,MFQ_P_29"
0.119,"SCARED_P,SCARED_P_40"
0.119,"PSI,PSI_02"
0.116,"MFQ_P,MFQ_P_12"
0.114,"CBCL,CBCL_16"
0.112,"SDQ,SDQ_13"
0.111,"ESWAN,MDD_7"
0.111,"ASSQ,ASSQ_08"
0.110,"ESWAN,DMDD_10C"
0.108,"PSI,PSI_14"
0.108,"SRS,SRS_54"
0.107,"CBCL,CBCL_25"
0.107,"SWAN,SWAN_18"
0.106,"PreInt_DevHx,temp_08"
0.105,"PreInt_EduHx,strength_english"
0.105,"ESWAN,DMDD_2A"
0.104,"ICU_P,ICU_P_20"
0.104,"SDQ,SDQ_29_c"
0.102,"ASSQ,ASSQ_18"
0.101,"SRS,SRS_18"
0.100,"APQ_P,APQ_P_12"
0.099,"SRS,SRS_13"
0.098,"CBCL,CBCL_111"
0.098,"ARI_P,ARI_P_04"
0.098,"PSI,PSI_19"
0.098,"CBCL,CBCL_41"
0.097,"SDQ,SDQ_29_d"
0.096,"ESWAN,DMDD_7A"
0.096,"SCARED_P,SCARED_P_39"
0.096,"PreInt_EduHx,getalongkids_school"
0.095,"SympChck,CSC_43C"
0.095,"MFQ_P,MFQ_P_31"
0.095,"ICU_P,ICU_P_02"
0.094,"SympChck,CSC_23C"
0.092,"CBCL,CBCL_20"
0.092,"SWAN,SWAN_09"
0.091,"APQ_SR,APQ_SR_36"
0.090,"SCARED_P,SCARED_P_06"
0.090,"PSI,PSI_36"
0.089,"ASSQ,ASSQ_27"
0.088,"PreInt_EduHx,detention"
0.088,"MFQ_P,MFQ_P_28"
0.087,"PCIAT,PCIAT_17"
0.086,"CBCL,CBCL_37"
0.085,"CBCL,CBCL_109"
0.084,"ICU_P,ICU_P_15"
0.084,"SympChck,CSC_54C"
0.083,"PSI,PSI_23"
0.083,"PreInt_DevHx,birthweight_ozs_WAS_MISSING"
0.082,"PCIAT,PCIAT_16"
0.082,"CBCL,CBCL_61"
0.081,"SCQ,SCQ_31"
0.081,"CIS_SR,CIS_SR_05"
0.081,"SRS,SRS_14"
0.081,"SRS,SRS_36"
0.080,"CBCL,CBCL_45"
0.080,"NIH_Scores,NIH7_Card"
0.080,"SDQ,SDQ_30"
0.080,"PSI,PSI_30"
0.080,"ICU_P,ICU_P_01"
0.079,"ESWAN,DMDD_5A"
0.079,"CBCL,CBCL_86"
0.078,"CBCL,CBCL_56H"
0.078,"ESWAN,Panic_B08"
0.077,"SWAN,SWAN_01"
0.077,"ESWAN,DMDD_1A"
0.076,"SympChck,CSC_03C"
0.076,"CBCL,CBCL_05"
0.076,"SCARED_P,SCARED_P_27"
0.075,"CBCL,CBCL_03"
0.075,"CBCL,CBCL_33"
0.075,"SCARED_P,SCARED_P_20"
0.075,"ICU_P,ICU_P_11"
0.075,"PSI,PSI_18"
0.075,"SCARED_P,SCARED_P_14"
0.074,"CBCL,CBCL_97"
0.074,"SWAN,SWAN_05"
0.072,"SCARED_P,SCARED_P_07"
0.072,"PSI,PSI_34"
0.072,"C3SR,C3SR_08"
0.071,"SWAN,SWAN_15"
0.070,"ESWAN,Panic_A02A"
0.070,"MFQ_P,MFQ_P_01"
0.069,"PCIAT,PCIAT_18"
0.069,"SRS,SRS_61"
0.068,"PSI,PSI_17"
0.067,"ESWAN,DMDD_4A"
0.067,"PreInt_EduHx,number_friends"
0.067,"CBCL,CBCL_30"
0.066,"ESWAN,Panic_A01A"
0.065,"SRS,SRS_01"
0.064,"SympChck,CSC_26C"
0.064,"MFQ_P,MFQ_P_30"
0.063,"CBCL,CBCL_04"
0.063,"ICU_P,ICU_P_23"
