coef,feature
0.417,"APQ_SR,APQ_SR_39"
0.390,"C3SR,C3SR_17"
0.378,"C3SR,C3SR_27"
0.372,"C3SR,C3SR_05"
0.321,"C3SR,C3SR_35"
0.313,"C3SR,C3SR_01"
0.265,"C3SR,C3SR_37"
0.263,"C3SR,C3SR_31"
0.260,"C3SR,C3SR_18"
0.257,"C3SR,C3SR_08"
0.250,"C3SR,C3SR_02"
0.248,"C3SR,C3SR_29"
0.239,"APQ_SR,APQ_SR_36"
0.218,"CBCL,CBCL_99"
0.213,"IAT,IAT_15"
0.199,"C3SR,C3SR_39"
0.196,"C3SR,C3SR_16"
0.189,"RBS,RBS_12"
0.189,"APQ_SR,APQ_SR_22"
0.187,"IAT,IAT_10"
0.182,"IAT,IAT_11"
0.177,"APQ_SR,APQ_SR_33"
0.175,"APQ_P,APQ_P_11"
0.174,"IAT,IAT_20"
0.174,"C3SR,C3SR_14"
0.172,"CBCL,CBCL_86"
0.164,"C3SR,C3SR_26"
0.162,"APQ_SR,APQ_SR_35"
0.158,"IAT,IAT_06"
0.155,"SRS,SRS_38"
0.152,"NIH_Scores,NIH7_Card"
0.147,"MFQ_P,MFQ_P_15"
0.142,"SympChck,CSC_03C"
0.142,"IAT,IAT_13"
0.136,"C3SR,C3SR_03"
0.118,"SympChck,CSC_26C"
0.106,"PCIAT,PCIAT_07"
0.104,"C3SR,C3SR_34"
0.096,"CIS_P,CIS_P_05"
0.092,"RBS,RBS_02"
0.090,"SCARED_P,SCARED_P_21"
0.089,"SDQ,SDQ_13"
0.089,"ICU_P,ICU_P_16"
0.089,"CBCL,CBCL_47"
0.089,"ESWAN,MDD_2B"
0.085,"APQ_SR,APQ_SR_41"
0.082,"APQ_P,APQ_P_05"
0.078,"IAT,IAT_14"
0.077,"CIS_P,CIS_P_11"
0.074,"C3SR,C3SR_10"
0.072,"APQ_SR,APQ_SR_34"
0.071,"MFQ_P,MFQ_P_08"
0.070,"APQ_SR,APQ_SR_37"
0.070,"SympChck,CSC_02C"
0.068,"SWAN,SWAN_15"
0.067,"APQ_SR,APQ_SR_31"
0.065,"SCARED_P,SCARED_P_37"
0.065,"ESWAN,MDD_2A"
0.064,"MFQ_P,MFQ_P_09"
0.063,"APQ_SR,APQ_SR_20"
